seq,name/first,name/last,age,street,city,state,latitude,longitude,ccnumber
1711,Jeanette,Parker,22,Asuoc Boulevard,Parpove,VA,34.76679,142.07352,4.03E+15
1712,Steven,Blake,39,Kooli Park,Bufezfap,DC,-83.61284,-114.20264,4.90E+15
1713,Hunter,McGuire,31,Legva Circle,Ofefatli,RI,62.06278,-72.45644,6.38E+15
1714,Katie,Harvey,27,Abuic Trail,Keniel,NM,37.21224,-34.29188,4.90E+15
1715,Aaron,Sutton,46,Kocgiv View,Akiehron,DC,-26.85716,-4.33321,4.90E+15
1716,Eddie,Reeves,49,Leju Parkway,Bodekiece,MO,-23.33455,-105.43478,4.03E+15
1717,Austin,Mack,51,Hacu Ridge,Geweoz,NV,87.64008,119.59708,6.29E+15
1718,Alfred,Ramirez,54,Modsin Center,Dimocjuw,SC,-59.20011,22.15124,5.61E+15
1719,Elijah,Crawford,40,Wavwi Drive,Gosikuj,OR,29.41072,-131.32297,6.30E+15
1720,Alberta,Zimmerman,20,Guhse Boulevard,Lasigov,MD,-88.17213,-3.6011,6.33E+15
1721,Amelia,Simon,22,Pimca Junction,Artazime,KY,13.05734,-98.55602,5.61E+15
1722,Susie,Harris,52,Bopne Turnpike,Keasecid,TX,-64.03653,52.65485,5.48E+15
1723,Wesley,Riley,42,Rajdun Drive,Bofule,NJ,-12.15883,-89.5889,4.03E+15
1724,Nathaniel,Larson,46,Sopduj Path,Dojilod,AZ,-84.45762,52.13849,5.14E+15
1725,Ola,Becker,48,Mefo Lane,Ofgosu,LA,-10.26664,-57.95797,3.53E+15
1726,Genevieve,Morales,54,Setpa Court,Eburifu,SD,-75.01137,-95.97323,3.62E+13
1727,Carrie,Kim,64,Lovanu Path,Kujahle,IL,-81.94802,145.8307,6.01E+15
1728,Alvin,Torres,49,Pili Trail,Pavtihiw,CT,62.88733,84.12426,3.66E+13
1729,Jeremiah,Burns,29,Ruvib Point,Rojmabak,FL,27.43345,-172.86822,6.24E+15
1730,Antonio,Young,20,Ecihe Lane,Henirjus,CO,-36.11148,51.54883,3.53E+15
1731,Leila,Pope,40,Vecof Boulevard,Awaucuave,AZ,-47.24467,-104.84418,5.19E+15
1732,William,Barker,45,Denoz Junction,Somohiw,DC,-88.86758,178.35784,6.01E+15
1733,Hulda,Holland,65,Lowel Heights,Zejcipkap,AZ,74.79712,106.49677,2.01E+14
1734,Frank,Thornton,41,Atona Ridge,Vemvaja,VT,-30.39967,-18.61992,3.60E+13
1735,Lillie,Gomez,55,Rotzad Point,Imbajpok,CO,-68.13875,3.99054,5.20E+15
1736,Ora,Vega,37,Tohsik Parkway,Beefodi,NH,-32.6968,67.22036,3.66E+13
1737,Ronnie,Watson,41,Zina Circle,Kiplovmi,UT,70.99079,-55.57621,2.01E+14
1738,Allie,Simpson,25,Rujtu Grove,Foecini,VT,-43.67439,-115.51181,3.48E+14
1739,Ada,Powell,51,Novwan Park,Vepisvi,MT,-42.90913,-174.61523,3.00E+13
1740,Hilda,Phelps,23,Iwuna Parkway,Razbejib,OK,20.8686,-34.94614,5.11E+15
1741,Lucille,Klein,64,Elola Loop,Rejutbuv,AR,80.69337,36.13338,4.90E+15
1742,Mabel,Delgado,50,Gige Key,Awogiwek,AL,-47.79481,-109.06669,6.33E+15
1743,Eugenia,Robertson,20,Weraw Loop,Wuztofmop,KS,72.00893,-109.02086,6.33E+15
1744,Todd,Weber,24,Kimov Path,Codjuvdet,TX,49.63664,-37.21614,3.47E+14
1745,Chad,Hopkins,30,Kali Parkway,Humana,MA,-44.07515,-47.90136,2.01E+14
1746,Abbie,Hunter,36,Guvfiz Loop,Tolguwve,TX,32.65386,-124.42296,3.46E+14
1747,Evelyn,Barnett,40,Lenva Park,Tejsivha,VT,-65.49931,-16.65979,6.33E+15
1748,Sam,Silva,56,Aflu Loop,Cotbupe,HI,64.56518,-115.1415,4.90E+15
1749,Loretta,Powell,22,Ijnin Way,Lowtobhaz,AK,-88.81396,-173.04275,2.01E+14
1750,Birdie,Moore,29,Levga Highway,Tearopim,IA,79.47028,83.83773,3.01E+13
1751,Steven,Pittman,46,Dibma Glen,Sovecono,AK,-67.12739,125.18168,3.67E+13
1752,Melvin,Hart,33,Uhruk Loop,Gimadnu,MA,-10.21124,-164.50389,5.42E+15
1753,Lucille,Vega,47,Domnuv Path,Pufemo,LA,-15.12119,68.78832,6.21E+15
1754,Larry,Ingram,24,Zasuke Manor,Pecamvu,CO,-46.14491,-171.83923,5.61E+15
1755,Dale,Pierce,31,Voba Junction,Fomecelum,MN,-59.80984,-76.98443,3.01E+13
1756,Bessie,French,56,Ekvuz Terrace,Miifouj,NC,58.65162,-2.31528,5.61E+15
1757,Jeanette,Wilson,64,Gavtu River,Kibmubhat,AK,-38.8062,25.80867,6.33E+15
1758,Addie,Jensen,35,Bogik Glen,Cujefo,AK,48.78288,125.57518,2.01E+14
1759,Herman,Griffin,20,Fignik Place,Hotokfe,NH,86.53659,121.77198,5.61E+15
1760,Francis,Green,65,Remlu Path,Tiocdoj,DE,48.02539,18.00476,6.38E+15
1761,Raymond,Riley,50,Opote Square,Nafdies,WA,39.21351,-163.37845,5.42E+15
1762,Jerry,Bates,64,Jojus Highway,Sudihmon,TN,-10.06534,-107.60396,5.02E+15
1763,Barry,Abbott,19,Bece Manor,Niskuce,NY,2.20807,-94.4788,6.29E+15
1764,Florence,Briggs,28,Vughag Grove,Jogsokak,GA,-42.73054,77.68104,3.68E+13
1765,Lucile,Casey,54,Fiper Lane,Fagmaje,KY,25.98891,31.94025,4.03E+15
1766,Henrietta,Arnold,37,Zoin Circle,Jokamug,CT,-28.70812,95.47977,4.57E+15
1767,Nicholas,Cooper,39,Disuh Avenue,Mulluev,MN,49.45352,76.95889,4.03E+15
1768,Evan,Powers,29,Baret Trail,Nelakkus,AL,-64.04614,-169.57145,3.66E+13
1769,Vernon,Ballard,43,Opituw Extension,Cusigo,ME,78.55881,-164.00471,4.41E+15
1770,Edward,Wright,53,Zabot Pike,Repciliz,NV,-21.49982,-18.17112,6.29E+15
1771,Mittie,Thornton,64,Kogil Plaza,Zupala,RI,-66.48341,77.36126,2.01E+14
1772,Isaiah,Barker,65,Owavin Square,Cefnazlu,FL,20.72091,-78.46221,4.01E+15
1773,Alvin,Hill,41,Mopcib Mill,Wuwehig,SD,-13.70027,108.89121,4.87E+15
1774,Mollie,Joseph,53,Puca Road,Tozbochaz,NV,-89.85708,171.4625,5.61E+15
1775,Vincent,Craig,51,Fivif Extension,Wapivsov,NH,1.4644,67.39457,4.03E+15
1776,Ernest,Freeman,58,Tajjog River,Ujtajdig,GA,18.68634,-149.51713,5.48E+15
1777,Myrtie,Brewer,63,Cudil Ridge,Ivkaibi,NM,-51.56297,147.85353,4.90E+15
1778,Dennis,Walsh,36,Poidu Grove,Docudra,WI,-29.25721,44.54478,4.26E+15
1779,Lilly,Roberts,48,Duznan Point,Ekhomfi,TX,72.34091,-107.54629,6.33E+15
1780,Janie,Bryan,42,Tamwip View,Cuwupec,ME,43.92378,174.50639,3.01E+13
1781,Scott,Harrison,61,Zalpem Lane,Junuhuc,LA,1.38274,-20.28029,4.69E+15
1782,Irene,Sherman,63,Tuger Terrace,Irafpu,PA,-12.04971,120.81047,4.90E+15
1783,Austin,Watts,24,Koba Plaza,Naurawof,IN,-77.9806,-165.11433,3.49E+14
1784,Mitchell,Saunders,47,Inupis Mill,Ubabicjip,WY,-82.56349,-132.66198,3.69E+13
1785,Edna,Brock,35,Vevac Avenue,Jumezsib,KY,37.07103,-85.01433,4.03E+15
1786,Alice,Nguyen,38,Iwri Point,Wopulbaz,NJ,71.18145,109.99193,6.30E+15
1787,Samuel,Wise,45,Noop Avenue,Pahawbi,FL,-25.52687,-58.49271,4.90E+15
1788,Lura,Olson,52,Macil View,Fodaoso,NM,81.99076,-21.58039,6.38E+15
1789,Victoria,Blake,56,Budmir Path,Avojelpo,TN,-59.64083,78.07953,3.53E+15
1790,Lottie,Andrews,37,Roci Center,Railizo,OR,84.06145,112.31286,3.63E+13
1791,Jason,Goodman,58,Zincip Drive,Egtecir,OR,59.37293,108.24997,3.53E+15
1792,Leah,Bennett,39,Nivog Junction,Gatkicuw,TN,89.99908,27.9059,5.42E+15
1793,Sam,Watson,26,Onule Pass,Ketolah,CA,-35.06794,-106.61421,6.38E+15
1794,Cecelia,Burgess,28,Vopkut Trail,Fagufmad,OH,11.35786,-3.86186,5.61E+15
1795,Nelle,Cross,23,Ofuga Square,Uskavke,ME,74.96462,121.56327,2.01E+14
1796,Jayden,Stone,20,Cariw Grove,Oszallu,KY,61.19248,-7.75217,4.90E+15
1797,Isaiah,Wagner,53,Cekoz Terrace,Jouvici,VT,29.12026,81.36158,5.10E+15
1798,Roy,Moreno,21,Udwot Key,Zepbofbog,MN,1.03376,47.40647,6.37E+15
1799,Elijah,Yates,64,Adijuw Loop,Roztipdu,VA,42.54246,-125.32509,6.37E+15
1800,Victor,Goodwin,54,Imwof Extension,Hemolku,NV,54.89613,108.89873,3.65E+13
1801,Floyd,Bowman,28,Vuoke Ridge,Giegino,WY,19.02322,-121.62687,3.00E+13
1802,Lizzie,Holloway,33,Jouna Highway,Menzihci,SC,7.22325,-13.00583,6.33E+15
1803,Lily,Mendoza,57,Adimo Circle,Ugojohor,MI,4.06204,68.05337,5.61E+15
1804,Herbert,Hubbard,42,Tolvi Grove,Namhaji,DC,13.52339,144.83126,6.30E+15
1805,Oscar,Mullins,44,Ageha Lane,Pigafolo,PA,-3.19873,4.53299,3.01E+13
1806,Vincent,Walters,46,Wutog Extension,Esocuno,ME,-45.72957,-99.18207,5.02E+15
1807,Lenora,Nunez,18,Wevju Street,Uvezawjok,KS,54.03686,-157.99682,4.90E+15
1808,David,Cole,23,Uzcug Drive,Afciizu,OK,83.26876,-19.52276,6.21E+15
1809,Shawn,Woods,53,Nucde Heights,Akpucoc,VA,73.14577,-68.14124,5.02E+15
1810,Myrtle,Berry,18,Onive Center,Neavoto,IN,5.02156,-35.3723,5.17E+15
1811,Manuel,Gordon,49,Egiale View,Estokhip,PA,-31.6909,171.24346,3.47E+14
1812,Ora,Hubbard,50,Iwom Terrace,Seihku,MS,-18.22159,8.81142,4.03E+15
1813,Cody,Moore,22,Kudfug Grove,Wecawa,ID,0.44917,-136.84006,5.61E+15
1814,Jimmy,Lane,60,Ritce Turnpike,Meitozi,CT,86.67116,47.77036,3.53E+15
1815,Lilly,Vargas,50,Semod Lane,Siruknob,WV,-3.11523,-149.21121,5.43E+15
1816,Patrick,Becker,60,Moro Junction,Ibburbac,KS,-13.86514,172.42028,6.30E+15
1817,Mildred,Hoffman,61,Emuuhu Avenue,Nibfakem,KS,-52.19227,105.11963,2.01E+14
1818,Cody,Young,31,Bijruw Way,Maarukig,NY,-89.35162,114.16424,4.90E+15
1819,Rachel,Armstrong,43,Rupo Highway,Ameluti,AR,-12.96096,65.4582,4.14E+15
1820,Kenneth,Poole,24,Wife Street,Fuufebav,KY,82.34798,101.13471,5.61E+15
1821,Margaret,Poole,48,Kakga Heights,Umonebu,TX,14.8646,174.27098,4.90E+15
1822,Rena,Baldwin,34,Fimiv Ridge,Cehsidof,DC,88.05761,-91.19916,5.48E+15
1823,Robert,Griffith,20,Manuw Way,Dezkaroh,MT,-10.09822,-70.11582,6.30E+15
1824,Erik,Hines,42,Fafim Place,Latjigwej,MS,-54.0974,-53.76531,5.46E+15
1825,Roger,Barker,29,Wefpa Court,Jumguklac,MS,89.7484,-0.43599,3.69E+13
1826,Willie,Dixon,26,Towdu Mill,Cuzarco,ME,-86.25772,-34.60193,4.03E+15
1827,Frank,Rios,28,Kudgod Park,Leboile,DC,26.92282,178.48611,4.90E+15
1828,Hannah,Francis,52,Vufze Manor,Bubozem,DE,-70.54123,137.57794,3.53E+15
1829,Jayden,Hunter,39,Cuule Terrace,Kimfumad,WA,51.88664,-116.50659,2.01E+14
1830,Johnny,Hernandez,49,Ciwmu Path,Ugafucim,ND,83.32021,-125.61999,6.01E+15
1831,Steve,Wolfe,20,Luzje Path,Sicufuj,PA,83.06005,111.27162,6.01E+15
1832,Cameron,Nelson,20,Zecril Terrace,Upekowe,CA,89.50696,-70.98371,6.01E+15
1833,Helen,Harrington,36,Faes Key,Okivpe,RI,2.50728,-146.39586,4.03E+15
1834,Rosalie,Walker,60,Tidanu Trail,Coasje,OH,67.36561,-112.15981,6.33E+15
1835,Noah,Wong,28,Fugkag Drive,Odcupme,NV,12.78642,75.07206,3.60E+13
1836,Helena,Olson,38,Muawa Highway,Urarembo,DC,-4.43407,100.94598,3.63E+13
1837,Larry,Robertson,49,Etreh Trail,Vimali,CA,65.82724,164.40657,6.01E+15
1838,Mason,Lane,59,Hedej Manor,Cimeweg,CT,38.62562,29.26074,6.33E+15
1839,Sean,Love,27,Jete Court,Duwisu,KY,11.54505,166.81837,3.53E+15
1840,Tyler,Richardson,19,Joum Place,Josabkum,HI,45.33294,-82.27823,6.38E+15
1841,Landon,George,45,Gulti Plaza,Owoumeno,DC,-78.75876,-22.8545,4.90E+15
1842,Jeremy,Morales,36,Luob Glen,Ozcagsid,MA,-17.89924,88.09201,6.33E+15
1843,Catherine,Williams,49,Mukma Grove,Hosdurwun,NE,65.52995,151.20462,6.33E+15
1844,Mario,Hernandez,25,Deron River,Ehmoma,OR,-3.82543,148.21319,3.66E+13
1845,Richard,Sanders,42,Zimhe Boulevard,Lewgocme,FL,13.56633,165.61756,6.26E+15
1846,Margaret,Wilkerson,42,Jisves Manor,Woudneh,NH,-64.91336,53.85819,4.90E+15
1847,Eula,Bates,52,Ikupuw Avenue,Ogifiap,WI,-24.01876,-122.79795,3.47E+14
1848,Iva,Boone,20,Vobu Glen,Ralcowup,ND,78.82743,-169.4545,2.01E+14
1849,Sallie,Oliver,20,Omwo Lane,Linvaki,NJ,-39.32825,119.94713,4.98E+15
1850,Aaron,Pierce,33,Safbu Ridge,Kuowecob,LA,56.60936,-25.28331,3.53E+15
1851,Ian,Carpenter,18,Jikim Center,Cekpefuz,OR,-70.20606,-143.0476,4.84E+15
1852,Hulda,Bowers,47,Ohoca Loop,Kegijsej,WA,-4.81275,149.32264,5.43E+15
1853,Rodney,Logan,24,Ahowol Mill,Huscidu,WA,69.51918,-154.18766,5.02E+15
1854,Beatrice,Butler,18,Viake Place,Ternope,NE,26.98378,70.59223,5.41E+15
1855,Iva,Perez,57,Kapim Point,Osehebuz,NJ,-73.66651,-122.46837,5.13E+15
1856,Eugenia,Watts,28,Divo Center,Malepji,AK,63.36249,-58.15803,2.01E+14
1857,Jeffery,Todd,33,Wivbo Key,Vosutwiw,NC,-18.27836,-15.25129,2.01E+14
1858,Bess,Ortiz,21,Zova Place,Kusacouz,RI,-21.1591,147.69175,5.02E+15
1859,Rosalie,Hubbard,18,Hufteb Parkway,Vaoggu,CA,-84.7751,154.08581,4.82E+15
1860,Milton,Olson,29,Pawo Junction,Tocaroge,MN,-38.16529,-167.43826,3.53E+15
1861,Mike,Baker,59,Ewido Pass,Liarfoc,NE,16.08889,-21.18531,2.01E+14
1862,Henrietta,Rodriquez,51,Zimo Avenue,Mebedis,MT,-20.67125,-92.49473,4.03E+15
1863,Birdie,Rowe,48,Tefum Avenue,Fasorino,NC,21.90986,-66.03028,5.44E+15
1864,Sally,Beck,27,Egoti View,Ripolmuv,PA,-28.73907,-175.44717,6.01E+15
1865,Jacob,Brooks,35,Kilreg Center,Fulmefoz,DC,-15.02393,114.29932,5.49E+15
1866,Lou,Bush,49,Muwam Avenue,Omohsu,RI,-17.823,-38.62785,3.62E+13
1867,Shawn,Caldwell,34,Ofba Pass,Rugluhfe,AL,-5.20488,149.96921,4.90E+15
1868,Travis,Stephens,50,Pibe Center,Lozcupiv,AR,-35.68654,21.76328,5.02E+15
1869,Kate,Palmer,40,Rozeg Place,Obcazjaj,WI,56.45224,68.02559,5.61E+15
1870,Maude,Crawford,46,Rukos Pike,Esisamnok,ME,58.70527,111.7388,5.61E+15
1871,Minnie,Hardy,19,Wuklow Court,Posfopbes,AK,56.73653,51.28971,6.38E+15
1872,Mable,Byrd,65,Jipsup Road,Mojeij,NV,-20.52202,-31.60909,3.53E+15
1873,Fannie,Quinn,45,Metgo Grove,Sitacoco,CO,-6.0212,17.18828,4.95E+15
1874,Martha,Nguyen,36,Zitiz Center,Zucajowas,HI,-30.94862,159.11325,4.90E+15
1875,Marie,Potter,55,Hawa Manor,Licantis,NJ,54.45843,163.03941,5.02E+15
1876,Evelyn,Gill,47,Urmu Turnpike,Mudusugo,AR,-39.29159,-14.96935,5.61E+15
1877,Bettie,Torres,31,Mahmi Lane,Ahedde,DE,-13.13422,161.15716,4.28E+15
1878,Birdie,Peterson,21,Olhuk Place,Ikeverja,HI,33.86776,-2.03021,3.60E+13
1879,Glen,Lyons,62,Uprul Street,Gakaici,NE,-29.37965,-151.06247,5.18E+15
1880,Max,Peters,24,Hohliz Court,Kaelga,NE,-11.24222,-129.99239,6.23E+15
1881,Ronald,Wheeler,31,Ropu Loop,Negemsin,HI,-25.50439,16.76005,4.03E+15
1882,Tommy,Ruiz,58,Ermuw Junction,Pehebid,NM,-13.23642,146.68179,5.02E+15
1883,Leona,Reid,23,Tovpo Parkway,Lefgezut,UT,50.26027,-143.16856,5.46E+15
1884,Howard,Maldonado,62,Zotuz Circle,Zukpiim,SD,-67.34578,-31.75181,6.30E+15
1885,Minnie,Rogers,47,Awlac Plaza,Jihabita,NV,67.34935,-44.14715,6.30E+15
1886,Cornelia,Reid,33,Favav Highway,Benuji,SC,8.61437,-151.86575,5.14E+15
1887,Eugenia,Caldwell,36,Okceh Point,Succuife,TN,87.03246,170.12964,3.61E+13
1888,Gussie,Harmon,44,Wezkem Place,Culkoip,IN,47.55822,-110.06668,3.44E+14
1889,Louise,Logan,23,Ednev Avenue,Vogilaba,PA,47.97732,147.25059,6.37E+15
1890,Essie,Fitzgerald,21,Oceil Trail,Zemfucug,VA,-11.54249,28.32274,4.03E+15
1891,Leo,Peters,24,Sizo Loop,Viloroda,VT,58.01127,-115.89526,6.22E+15
1892,Inez,Welch,62,Kugta Point,Socdovtoz,IN,-8.53018,-92.34958,6.30E+15
1893,Lola,Fletcher,34,Vecza Avenue,Cerfurmi,MD,78.36748,-38.40752,4.01E+15
1894,Kyle,Hayes,25,Nidsig Way,Tefpezhos,NH,-7.37016,85.07781,4.33E+15
1895,Elijah,Ford,59,Womu Drive,Uvsema,OK,-65.37931,-125.11316,2.01E+14
1896,Luke,Schmidt,31,Odki Place,Fiacif,NE,-45.99905,-52.75244,5.02E+15
1897,Terry,Reeves,42,Lakoh Circle,Kimofaum,FL,-9.33697,117.30439,6.33E+15
1898,Bessie,Wright,63,Henwo Drive,Gohalfo,MS,6.79902,145.04394,5.48E+15
1899,Joel,Quinn,34,Jabjaj Highway,Kisizu,NJ,44.21563,-164.83583,4.31E+15
1900,Corey,Sims,19,Samdi Pike,Sidewva,MS,35.70755,132.14799,4.95E+15
1901,Mary,Fowler,65,Adecem Path,Jevukec,NJ,82.57244,15.25645,6.33E+15
1902,Shawn,Chambers,31,Kocah Square,Rezuma,WI,21.36095,-82.02588,2.01E+14
1903,Belle,Willis,24,Muida Ridge,Rigrepof,IA,-64.51579,-24.93751,5.02E+15
1904,Miguel,May,41,Cuusi Mill,Domgimo,AK,-22.35179,-117.13023,4.03E+15
1905,Floyd,Hunt,38,Tazoc Street,Rokihzi,CA,4.46996,-46.92413,3.62E+13
1906,Ora,Lucas,52,Lape Parkway,Vubavewi,HI,48.45225,139.87189,3.45E+14
1907,Howard,Griffith,29,Muih Trail,Zanuvte,NC,28.95951,-26.49588,5.50E+15
1908,Tommy,Horton,22,Apge Drive,Tedupca,WA,-15.06129,-122.75089,5.61E+15
1909,Ada,James,39,Idhoj Trail,Limovu,VA,-41.57164,-160.10862,6.30E+15
1910,Miguel,Bush,25,Anhuw View,Ricute,TN,-81.97253,158.20775,6.24E+15
1911,Lucinda,Gonzales,34,Vihuh Avenue,Vujuwizo,NY,22.93721,155.89314,6.29E+15
1912,Wayne,Keller,39,Ivkon Center,Alsunner,CA,-27.06741,108.91828,3.00E+13
1913,Gussie,McDaniel,35,Daaza Highway,Papdajlu,FL,-86.57066,0.178,5.61E+15
1914,Alice,James,48,Zusur Grove,Ciriloumo,NC,-83.07123,30.69913,6.37E+15
1915,Milton,Reynolds,59,Sawa Plaza,Korfasuv,MT,68.69279,-45.11859,3.53E+15
1916,Sue,Little,40,Fopki Key,Pakkurzid,OR,-71.87372,38.66606,6.26E+15
1917,Lois,Morrison,38,Tiwne Manor,Monedpok,ND,-54.89978,-67.28074,4.99E+15
1918,Beulah,Lane,31,Rahut Turnpike,Ileduvfu,RI,6.59019,-116.70916,5.45E+15
1919,Ricky,West,35,Govin Manor,Lezlakamo,TX,76.70852,123.74231,6.01E+15
1920,Clarence,Jenkins,43,Jadu Road,Kugagru,IL,26.45015,57.16883,3.01E+13
1921,Aiden,Moss,23,Akuve Parkway,Rafuwwa,MN,54.33243,82.42417,3.48E+14
1922,Barry,Boyd,29,Meha Parkway,Pesuvem,ND,42.73689,18.99233,3.00E+13
1923,Esther,Sharp,64,Muhep Key,Cenmoraz,CA,-87.93226,-121.09271,6.33E+15
1924,Mason,Soto,48,Zemig Park,Tolesdoj,NJ,25.94222,-117.03056,5.16E+15
1925,Mathilda,Briggs,52,Oftiw Point,Dasicdo,NM,82.77005,132.66544,6.33E+15
1926,Manuel,Bishop,65,Javar Court,Zoukpo,TX,6.99195,-3.4604,3.01E+13
1927,Sallie,Ramos,43,Jaju Square,Girotwew,FL,-0.21593,105.9914,4.90E+15
1928,Louis,Harvey,38,Olalu Manor,Pakewev,WI,-4.96272,34.94958,5.02E+15
1929,Chase,Ford,63,Rafe View,Cunepza,AK,-9.56266,-19.03338,4.90E+15
1930,Mittie,Gregory,62,Tadpu Pass,Cohuru,IN,13.38093,-8.78808,5.61E+15
1931,Harriet,Thomas,27,Dowjag Turnpike,Cisibu,WA,78.15116,158.1186,4.03E+15
1932,Virginia,Fitzgerald,44,Cincuw Square,Ugpihso,VA,-51.42332,63.64694,4.90E+15
1933,Chad,Massey,33,Azvi Glen,Kevalrug,PA,63.03181,-71.53735,3.42E+14
1934,Dale,Rhodes,37,Dozdis View,Neukoru,ND,-19.06605,-79.09688,4.26E+15
1935,Sadie,Pierce,62,Ifdut Terrace,Umaboej,NM,27.934,151.50221,5.16E+15
1936,Kyle,Mack,44,Veula Trail,Ucipawwu,CA,30.11462,134.65762,2.01E+14
1937,Gabriel,Banks,41,Bekuca Parkway,Zavcagzet,NH,75.8301,149.64517,5.02E+15
1938,William,Castro,60,Manen Street,Unietano,CO,21.05061,-110.15103,5.61E+15
1939,Lewis,Peterson,35,Gubven Park,Zurpoore,OR,28.8459,122.39874,5.61E+15
1940,Beulah,Pena,26,Favfa Junction,Bekdoni,IL,-31.5434,139.08784,5.02E+15
1941,Nicholas,Hopkins,41,Edev Trail,Etsuahi,MA,38.99875,5.28206,3.00E+13
1942,Dominic,Green,54,Bofi Avenue,Fowridven,SC,26.5956,-2.86151,4.03E+15
1943,Hilda,Nash,48,Liuli Extension,Abhovzi,LA,-83.96846,-39.64565,3.66E+13
1944,Carl,Dennis,26,Dilce River,Mikzezor,LA,52.49475,151.58709,3.00E+13
1945,Nellie,Evans,38,Pensom Grove,Eclueb,NH,-10.86715,-57.71329,6.24E+15
1946,Grace,Bass,47,Mahnaf Junction,Jaworuca,UT,-41.59978,19.85991,6.38E+15
1947,Jayden,Williams,49,Puliha Boulevard,Supgojmat,TX,38.87122,128.18255,5.61E+15
1948,Jennie,Saunders,34,Cihe Extension,Reumhe,LA,-58.60584,-157.96073,6.33E+15
1949,Amanda,Pierce,18,Ibuzo Way,Lusaggud,AR,-68.53276,30.71039,6.27E+15
1950,Martin,May,64,Linog Drive,Jorogse,NJ,29.647,-70.07903,6.37E+15
1951,Polly,McGee,50,Iboz River,Oneepwob,NC,27.82403,41.00507,4.44E+15
1952,Jared,Bryan,43,Momev Drive,Bemnuvjo,CA,8.43543,-164.32974,6.30E+15
1953,Jerome,Rios,33,Gorev Grove,Suzsedvos,VT,12.78851,68.43485,3.53E+15
1954,Grace,Lucas,18,Fegit Lane,Esufilu,NE,87.6585,-64.14498,5.02E+15
1955,Grace,Vargas,63,Cupi Glen,Loizete,NE,9.08141,-108.97189,4.18E+15
1956,Gregory,Chapman,18,Ovne Heights,Ucruduz,PA,56.21652,142.64549,6.28E+15
1957,Georgia,Ruiz,54,Wigji Glen,Zubampuv,NM,62.5409,152.86677,5.48E+15
1958,Iva,Arnold,34,Nifij Way,Todeka,CT,-82.76709,81.24897,3.65E+13
1959,Barbara,Romero,63,Sawhi Court,Zidbuczev,CO,59.81321,-83.71339,3.41E+14
1960,Raymond,Dawson,58,Gizov Extension,Zogjiwka,NV,88.25083,124.16176,3.66E+13
1961,Lizzie,Thornton,49,Ochi Trail,Latjili,CO,57.67374,-25.20158,6.26E+15
1962,Mina,Bass,22,Gehe Circle,Nimefuov,LA,64.59667,-41.18662,5.61E+15
1963,Melvin,Santiago,31,Edoono Mill,Povujne,LA,19.61184,28.68655,2.01E+14
1964,Jeffery,Becker,50,Woow Terrace,Sarceoj,MA,63.59752,-64.81545,6.30E+15
1965,Lida,Austin,64,Kejtup Pike,Tewsaoh,GA,-35.64704,107.9226,3.48E+14
1966,Jeremy,Oliver,37,Pedum Lane,Nekkebso,VA,59.63193,-158.93377,6.37E+15
1967,Virgie,Carr,37,Onezo Drive,Gefesi,CA,-76.60791,44.57236,4.03E+15
1968,Aaron,Glover,31,Hikdul Street,Osdovvur,DC,-34.27262,28.39447,6.30E+15
1969,Cynthia,Norman,26,Mecze Pass,Pinbunbe,SC,33.77646,-38.24947,6.33E+15
1970,Gene,Graves,32,Wunfoc Manor,Iweatowub,DE,-16.21171,81.01987,5.61E+15
1971,Hallie,Park,23,Zapdo Place,Dodubvan,AR,51.64614,-126.13944,6.01E+15
1972,Bertha,Allen,64,Totpo Pike,Ginzisuk,DC,16.11188,8.88641,3.53E+15
1973,Mittie,Gardner,63,Jesjez Place,Idaveflo,CA,21.37825,-108.06125,3.53E+15
1974,Maurice,Nichols,44,Gohezu Center,Giregoni,ID,-59.49169,159.87963,6.37E+15
1975,Mayme,Medina,37,Izsuh Parkway,Otomli,AK,-48.34149,-142.12407,4.16E+15
1976,Brian,Patterson,64,Tatasu Pike,Duruamu,TN,-63.26346,108.08756,3.53E+15
1977,Nannie,Aguilar,63,Jiivi Center,Uliwapoza,WY,38.39729,85.83925,5.47E+15
1978,Duane,Strickland,26,Itzot Boulevard,Muwuwobek,LA,-50.59587,174.90806,4.03E+15
1979,Frederick,Washington,26,Wueh Heights,Uziniwen,MS,26.55822,-21.63938,3.01E+13
1980,Joe,Barker,47,Leim Trail,Paudiga,IN,-77.58894,26.32972,4.03E+15
1981,Alice,Lamb,32,Tibuf Lane,Ojiramne,WI,28.95311,94.6193,5.46E+15
1982,Walter,Hawkins,57,Diid Mill,Dakebgek,MT,43.31445,-103.61368,6.33E+15
1983,Olivia,Roberts,60,Eloon Pass,Jutato,NJ,-86.31523,87.3871,3.43E+14
1984,Henry,Munoz,63,Fubpuc Road,Ojranve,TN,-19.75723,-120.8827,6.37E+15
1985,Alta,Webb,53,Zignu Heights,Kokuete,TX,81.30529,49.77747,6.01E+15
1986,Willie,Griffin,58,Paod Trail,Ezebgoc,MT,6.31615,-18.69348,3.68E+13
1987,Eddie,Fernandez,47,Mirco Turnpike,Gepbechu,MN,-1.3086,-132.99945,3.66E+13
1988,Gordon,Sharp,21,Mawa Path,Zinobasak,NJ,-52.28583,-153.02533,5.11E+15
1989,Isabella,Phillips,49,Kaco Park,Tupudve,DC,15.26561,151.94881,4.03E+15
